student_id,name,program,year
2032,Christina Bates,Mathematics,Sophomore
2033,Dennis Cooper PhD,Mechanical Engineering,Junior
2034,Tiffany Johnson,Psychology,Sophomore
2035,Thomas Reyes,Civil Engineering,Senior
2036,James Stevens,Biology,Junior
2037,Justin Dalton,Data Science,Senior
2038,Michael Henry,Electrical Engineering,Junior
2039,Mike Freeman,Electrical Engineering,Junior
2040,Michael Keller,Biology,Junior
2041,Laura Alvarez,Information Technology,Senior
2042,Katie Myers,Civil Engineering,Sophomore
2043,Wesley Jensen MD,Biology,Senior
2044,Erica Johnson,Mechanical Engineering,Junior
2045,Russell Bailey,Mechanical Engineering,Junior
2046,Alyssa Vance,Economics,Junior
2047,Brent Reed,Chemistry,Senior
2048,Gregory Stanley,Computer Science,Senior
2049,Matthew Watkins,Information Technology,Senior
2050,Ana Torres,Economics,Senior
2051,Alejandro Nguyen,Electrical Engineering,Senior
2052,Scott Bradley,Chemistry,Sophomore
2053,Deborah Dominguez,Civil Engineering,Senior
2054,Victoria Gray,Biology,Sophomore
2055,Kenneth Stokes,Biology,Sophomore
2056,Michael Rogers,Economics,Junior
2057,Pamela Morgan,Chemistry,Junior
2058,Heidi Graham,Chemistry,Senior
2059,Ryan Cobb PhD,Marketing,Sophomore
2060,Donna Williams,Marketing,Junior
2061,Jennifer Perez PhD,Civil Engineering,Junior
2062,Ryan Davis,Electrical Engineering,Sophomore
2063,Austin Solis,Computer Science,Sophomore
2064,Daniel Flynn,Electrical Engineering,Junior
2065,Elizabeth Brock,Computer Science,Sophomore
2066,Joshua Gonzalez,Psychology,Sophomore
2067,Mario Chavez,Economics,Junior
2068,Catherine Smith,Computer Science,Junior
2069,Shari Ray,Mathematics,Senior
2070,Victor Harmon,Data Science,Senior
2071,Timothy Patel,Physics,Sophomore
2072,Patricia Hamilton,Psychology,Junior
2073,Lori Boyd,Information Technology,Senior
2074,Charles Hernandez,Chemistry,Junior
2075,Elizabeth Graham,Information Technology,Junior
2076,Ronald Brown,Electrical Engineering,Senior
2077,Jason Colon,Data Science,Sophomore
2078,Dawn Burke,Biology,Senior
2079,Brian Lee,Physics,Senior
2080,Ronald Marshall,Mechanical Engineering,Sophomore
2081,Jessica Lucas,Biology,Senior
2082,Christopher Taylor,Information Technology,Senior
2083,Robert Hopkins,Information Technology,Sophomore
2084,Samuel Stuart,Mathematics,Junior
2085,Mr. Scott Miller,Information Technology,Sophomore
2086,Sharon Lester,Marketing,Sophomore
2087,Jack Sandoval,Finance,Senior
2088,Tony Ramsey,Economics,Sophomore
2089,Brian Navarro,Computer Science,Senior
2090,Kelly Calderon,Chemistry,Sophomore
2091,Tara King,Psychology,Junior
2092,Cynthia Martinez,Mechanical Engineering,Sophomore
2093,Erin Silva,Economics,Sophomore
2094,Paul Young,Mathematics,Junior
2095,Charles Thompson,Information Technology,Senior
2096,Jessica King,Civil Engineering,Sophomore
2097,Katherine Brooks,Information Technology,Junior
2098,Emily Coleman,Chemistry,Junior
2099,Tracey Suarez,Data Science,Junior
2100,Heidi Baldwin,Civil Engineering,Sophomore
2101,Alisha Rasmussen,Electrical Engineering,Senior
2102,Sarah Bates,Data Science,Sophomore
2103,Melissa Mccormick,Finance,Senior
2104,Juan Parker,Computer Science,Senior
2105,Heidi Burnett,Electrical Engineering,Sophomore
2106,Sean Mathews,Economics,Junior
2107,Theodore Long,Mechanical Engineering,Sophomore
2108,Dawn Davis,Electrical Engineering,Senior
2109,Cynthia Clark,Data Science,Junior
2110,Sydney Welch,Marketing,Senior
2111,Pamela Sullivan,Economics,Sophomore
2112,Sean Morrow,Information Technology,Sophomore
2113,Kaitlin Gutierrez,Data Science,Sophomore
2114,Michelle Mcdowell,Marketing,Senior
2115,Samantha Hale,Biology,Junior
2116,Heather Guzman,Biology,Junior
2117,Nancy Chavez,Civil Engineering,Sophomore
2118,Anthony May,Mathematics,Junior
2119,Rachel Taylor,Electrical Engineering,Sophomore
2120,Mark Edwards,Mathematics,Senior
2121,Christopher Black,Marketing,Senior
2122,Sandra Hines,Mechanical Engineering,Senior
2123,Melissa Sparks,Physics,Senior
2124,John Moss,Computer Science,Senior
2125,Michael Serrano,Physics,Sophomore
2126,Christina Perry,Finance,Senior
2127,Shawn Duffy,Finance,Sophomore
2128,Courtney Vaughan,Mechanical Engineering,Junior
2129,Maria Sims,Physics,Senior
2130,Valerie Gonzalez,Computer Science,Sophomore
2131,Caroline Morales,Economics,Junior
2132,David Davis,Information Technology,Sophomore
2133,Travis Wilson,Economics,Senior
2134,Jessica Mora,Marketing,Sophomore
2135,Michael Wilson,Finance,Sophomore
2136,Cheryl Atkins,Chemistry,Junior
2137,Donna Snyder,Data Science,Junior
2138,Scott Greene,Psychology,Senior
2139,Diane Byrd MD,Biology,Junior
2140,Charles Roberts,Finance,Senior
2141,Luke Solomon,Data Science,Junior
2142,Michael Ellis,Civil Engineering,Sophomore
2143,Casey Morris,Computer Science,Senior
2144,Melissa Reeves,Information Technology,Sophomore
2145,Nancy Scott,Physics,Sophomore
2146,Anthony Cook,Computer Science,Sophomore
2147,Terry Barajas,Civil Engineering,Junior
2148,Tracy George,Finance,Junior
2149,Amber King,Electrical Engineering,Senior
2150,Elizabeth Foster,Finance,Junior
2151,Walter Hansen,Biology,Senior
2152,Debbie Gordon,Biology,Sophomore
2153,Sherry Anderson,Electrical Engineering,Senior
2154,Joseph Thomas,Finance,Senior
2155,Andrew Anderson,Data Science,Junior
2156,Sandy Adkins,Information Technology,Junior
2157,Diane Mcdowell,Information Technology,Senior
2158,Pam Baker,Mathematics,Sophomore
2159,Steven Stewart,Finance,Junior
2160,Pamela Hernandez DVM,Biology,Senior
2161,Rebecca Brown,Electrical Engineering,Senior
2162,David Johnson,Electrical Engineering,Senior
2163,Michael Graham,Information Technology,Junior
2164,Tammy Williams MD,Mechanical Engineering,Junior
2165,Karina Vasquez,Mechanical Engineering,Sophomore
2166,Sharon Martinez,Computer Science,Sophomore
2167,Sean White,Information Technology,Junior
2168,Jordan Nelson,Information Technology,Junior
2169,Laurie Silva,Marketing,Senior
2170,Kelly Duncan,Computer Science,Junior
2171,Billy Tate,Electrical Engineering,Senior
2172,Stacy Johnson,Electrical Engineering,Senior
2173,Melanie Long,Data Science,Sophomore
2174,Tiffany Hood,Computer Science,Senior
2175,Brad Rivas,Data Science,Senior
2176,Jordan Moses,Computer Science,Sophomore
2177,Abigail Booker,Economics,Junior
2178,Tiffany Nguyen,Finance,Senior
2179,Morgan Bernard,Civil Engineering,Senior
2180,Christine Williams,Physics,Sophomore
2181,Erica Brown,Chemistry,Sophomore
2182,Trevor James,Mechanical Engineering,Junior
2183,Christopher Hanna,Mechanical Engineering,Sophomore
2184,Ann Phelps,Civil Engineering,Sophomore
2185,Richard Mitchell,Chemistry,Junior
2186,Martha Martinez,Physics,Senior
2187,Jeffrey Drake MD,Information Technology,Junior
2188,Bonnie Wade,Mechanical Engineering,Senior
2189,Kayla Burns,Electrical Engineering,Sophomore
2190,Karen Hart,Economics,Junior
2191,Peter Shepherd,Finance,Junior
2192,Jessica Simmons,Computer Science,Junior
2193,Glenn Ford,Psychology,Senior
2194,Michael Moore,Data Science,Junior
2195,Mark Warren IV,Data Science,Junior
2196,Terry Woods,Civil Engineering,Sophomore
2197,Carl Leach,Marketing,Senior
2198,Kelly Phillips,Mechanical Engineering,Sophomore
2199,Billy Williams,Mathematics,Senior
2200,Jeffery Davis,Finance,Sophomore
2201,Laura King,Computer Science,Sophomore
2202,Brad Gordon,Mathematics,Sophomore
2203,Matthew White,Economics,Junior
2204,James Miller,Biology,Sophomore
2205,Elizabeth Matthews,Data Science,Sophomore
2206,Michael Hanson,Finance,Senior
2207,Vincent Savage,Mechanical Engineering,Senior
2208,Cody Burgess,Biology,Sophomore
2209,Shelby Rodriguez,Chemistry,Sophomore
2210,Abigail Wilson,Biology,Senior
2211,John Holt,Chemistry,Junior
2212,Tracy Guzman,Psychology,Sophomore
2213,Mr. William Ward,Marketing,Junior
2214,Melissa Foster,Information Technology,Senior
2215,Calvin Smith,Electrical Engineering,Sophomore
2216,Alan Waller,Data Science,Sophomore
2217,Christine Wong,Civil Engineering,Senior
2218,Jessica Garrett,Computer Science,Junior
2219,Cheryl Turner,Information Technology,Junior
2220,John Johnson,Psychology,Junior
2221,Christian Park,Civil Engineering,Junior
2222,Kaitlyn Heath,Chemistry,Sophomore
2223,Christina Hudson,Finance,Junior
2224,Amber Smith,Computer Science,Junior
2225,Michelle Petty,Mathematics,Junior
2226,Nancy Larson,Marketing,Junior
2227,Donna Freeman,Mechanical Engineering,Senior
2228,Mr. Logan Gregory,Mathematics,Junior
2229,Katherine Klein,Chemistry,Senior
2230,Jennifer Stewart,Economics,Sophomore
2231,Steven Butler,Mechanical Engineering,Senior
2232,Johnny Mcmillan,Civil Engineering,Sophomore
2233,Michael Smith,Data Science,Sophomore
2234,Corey Cooper,Biology,Sophomore
2235,Daniel Stout,Mathematics,Senior
2236,Lance Kirby,Chemistry,Senior
2237,Bonnie Carter,Psychology,Senior
2238,Toni Whitaker,Computer Science,Junior
2239,Morgan Flynn,Computer Science,Senior
2240,Sarah Howell,Biology,Senior
2241,Paul Estrada,Mechanical Engineering,Junior
2242,Curtis Obrien,Information Technology,Sophomore
2243,Jason Chaney,Finance,Sophomore
2244,Daniel Williams,Biology,Junior
2245,Stanley Kelly,Computer Science,Sophomore
2246,Ronald Kline,Mechanical Engineering,Junior
2247,Arthur Jordan,Information Technology,Sophomore
2248,Barbara Walker,Mathematics,Senior
2249,Gerald Kelly,Biology,Senior
2250,Shawn Adams,Chemistry,Junior
2251,Michael Robertson,Mechanical Engineering,Sophomore
2252,Michelle House,Marketing,Sophomore
2253,Jim Skinner,Finance,Sophomore
2254,Brian Bishop,Electrical Engineering,Junior
2255,Theresa Colon,Information Technology,Senior
2256,Brian Soto,Marketing,Sophomore
2257,Susan Moore,Biology,Senior
2258,Jeremy Hunter,Data Science,Sophomore
2259,Annette Holland,Physics,Junior
2260,Chad Allison,Psychology,Junior
2261,Jason Mack,Civil Engineering,Junior
2262,Robert Peterson,Mechanical Engineering,Senior
2263,Angela Watson,Chemistry,Junior
2264,Heather Ortega,Economics,Junior
2265,Paul Fisher,Mathematics,Sophomore
2266,Robert Gutierrez,Mathematics,Sophomore
2267,Jimmy Phelps,Civil Engineering,Senior
2268,Heidi Johnson,Information Technology,Sophomore
2269,Adam Drake,Information Technology,Sophomore
2270,Angela Edwards,Economics,Junior
2271,Mrs. Amy Malone,Chemistry,Junior
2272,Margaret Orr,Information Technology,Senior
2273,Mark Reeves,Chemistry,Sophomore
2274,Kelly Phillips,Economics,Junior
2275,Michael Spencer,Economics,Junior
2276,Patrick Blankenship,Psychology,Sophomore
2277,Douglas Rose,Information Technology,Sophomore
2278,Melody Griffin,Civil Engineering,Senior
2279,Joshua Kramer,Physics,Senior
2280,Melissa Barron,Mechanical Engineering,Senior
2281,Jennifer Gonzalez,Computer Science,Sophomore
2282,Andrew Cook,Psychology,Junior
2283,Natalie Martinez,Data Science,Sophomore
2284,Diane Davis DDS,Mechanical Engineering,Sophomore
2285,Nicole Moore,Chemistry,Junior
2286,Robert Vargas,Finance,Sophomore
2287,Raymond Barber,Electrical Engineering,Junior
2288,Mrs. Amy Watson,Physics,Sophomore
2289,Heather Williams,Computer Science,Junior
2290,Belinda Evans,Psychology,Junior
2291,Jody Bird,Finance,Senior
2292,Virginia Cunningham,Finance,Sophomore
2293,Lori Ferguson,Information Technology,Junior
2294,Hayley Mitchell,Information Technology,Sophomore
2295,Michelle Chambers,Information Technology,Sophomore
2296,Kelly Wright,Computer Science,Sophomore
2297,Kevin Carson,Data Science,Sophomore
2298,Brent Dawson,Psychology,Junior
2299,Angela Brown,Chemistry,Senior
2300,Karen Griffin,Electrical Engineering,Senior
2301,Joseph Chapman,Information Technology,Senior
2302,Jennifer Baker,Marketing,Junior
2303,Mr. Jeremiah Galvan MD,Psychology,Sophomore
2304,Samantha Thomas,Computer Science,Sophomore
2305,Michael Anderson,Mathematics,Senior
2306,Sharon Wilson,Economics,Sophomore
2307,John Francis,Information Technology,Junior
2308,Jaclyn Crane,Information Technology,Sophomore
2309,Jennifer Martinez,Economics,Sophomore
2310,Amanda Hernandez,Data Science,Senior
2311,William Turner,Biology,Senior
2312,Dr. Charles Lawrence,Biology,Junior
2313,Steven Small,Computer Science,Junior
2314,Robert Burns,Electrical Engineering,Junior
2315,Gregory Harrell,Data Science,Junior
2316,Kenneth Knight,Mathematics,Sophomore
2317,Rachael Alvarez,Physics,Junior
2318,Lisa Gill,Economics,Sophomore
2319,Julia Cole,Computer Science,Senior
2320,Sean Nguyen,Marketing,Senior
2321,Mary Ortiz,Mathematics,Senior
2322,James Weaver,Physics,Junior
2323,Stacy Fitzgerald,Biology,Senior
2324,Sharon Mann,Economics,Sophomore
2325,Rebecca Zimmerman,Information Technology,Junior
2326,Becky Hansen,Biology,Sophomore
2327,Luke Ray,Biology,Sophomore
2328,Kelly Lopez,Electrical Engineering,Senior
2329,Steven Martinez,Mathematics,Senior
2330,Catherine Smith,Civil Engineering,Senior
2331,Danielle Thornton,Civil Engineering,Sophomore
2332,Jill Roman,Biology,Senior
2333,Jennifer Williams,Chemistry,Junior
2334,Allison Kim,Finance,Junior
2335,Scott Stewart,Chemistry,Senior
2336,Brian Garcia,Finance,Junior
2337,Charles Scott,Biology,Junior
2338,Eric Russell,Data Science,Sophomore
2339,Lucas Nguyen,Chemistry,Senior
2340,Anthony Price,Mathematics,Sophomore
2341,Jason Nguyen,Civil Engineering,Junior
2342,Ronald Martinez,Computer Science,Junior
2343,Paul Willis,Finance,Junior
2344,Paul Cruz Jr.,Civil Engineering,Senior
2345,John Russell,Mathematics,Sophomore
2346,Mr. David Mercado,Information Technology,Sophomore
2347,Victor Leonard,Electrical Engineering,Sophomore
2348,Justin Glover,Physics,Senior
2349,Jason Miller,Psychology,Senior
2350,Christina Faulkner,Computer Science,Sophomore
2351,William Casey,Marketing,Junior
2352,Jessica Buck,Chemistry,Sophomore
2353,Aaron Marshall,Data Science,Sophomore
2354,Donna Stanton,Marketing,Junior
2355,Timothy Olson,Civil Engineering,Senior
2356,Sara James,Mechanical Engineering,Junior
2357,Mark Richards,Marketing,Sophomore
2358,Amber Stevenson,Mechanical Engineering,Senior
2359,Elizabeth Foster,Chemistry,Senior
2360,Charles Hawkins,Marketing,Sophomore
2361,Jeffrey Bishop,Marketing,Sophomore
2362,Emily Fleming,Psychology,Junior
2363,Dean Mullins,Finance,Junior
2364,David Bird,Data Science,Junior
2365,Joe Greene,Computer Science,Sophomore
2366,Michael Lucas,Computer Science,Sophomore
2367,John Valenzuela,Marketing,Sophomore
2368,Jennifer Woodard,Computer Science,Senior
2369,Pamela Medina,Economics,Sophomore
2370,Mariah Jones,Chemistry,Senior
2371,Ronnie Powers,Mathematics,Sophomore
2372,Heather Hess,Chemistry,Senior
2373,Heather Thompson,Data Science,Junior
2374,Melissa Smith,Computer Science,Sophomore
2375,Timothy Wallace,Data Science,Senior
2376,Alejandro Campbell,Mechanical Engineering,Sophomore
2377,Heather Davis,Civil Engineering,Sophomore
2378,Elizabeth Robbins,Psychology,Senior
2379,Johnny Cox,Psychology,Junior
2380,Tanner Mann,Information Technology,Junior
2381,Craig Nicholson,Mechanical Engineering,Senior
2382,Sergio Carroll,Biology,Senior
2383,Juan Keller MD,Information Technology,Junior
2384,Krystal Jones,Physics,Junior
2385,Austin Green,Data Science,Sophomore
2386,Crystal Mills,Mechanical Engineering,Junior
2387,Cheryl Gregory,Civil Engineering,Senior
2388,Melissa Patel MD,Economics,Senior
2389,Jordan Pace,Chemistry,Sophomore
2390,Terri Williams,Mechanical Engineering,Senior
2391,Jessica Carney,Mechanical Engineering,Senior
2392,Michael Owens,Civil Engineering,Junior
2393,Peter Stephenson,Mathematics,Senior
2394,Donald Fisher,Marketing,Sophomore
2395,Aaron Lee,Biology,Junior
2396,Kenneth Johnson,Mechanical Engineering,Senior
2397,Vanessa Coleman,Physics,Sophomore
2398,David Martin,Data Science,Senior
2399,Mark Davis,Computer Science,Senior
2400,Robert Watkins,Marketing,Junior
2401,Felicia Wright,Psychology,Senior
2402,David Peterson,Computer Science,Sophomore
2403,Gavin Bauer,Marketing,Junior
2404,Patricia Harvey,Civil Engineering,Senior
2405,Lori Riley,Mathematics,Senior
2406,Antonio Johnson,Marketing,Sophomore
2407,Ryan Brown,Economics,Sophomore
2408,Thomas Ramos,Chemistry,Senior
2409,Mark Jones,Information Technology,Sophomore
2410,Kristin Phillips,Chemistry,Junior
2411,Brendan Walton,Data Science,Senior
2412,Kyle Keller,Information Technology,Senior
2413,James Pope,Electrical Engineering,Senior
2414,Lisa Morgan,Mechanical Engineering,Junior
2415,Rachel Gibson,Economics,Sophomore
2416,Corey Garcia,Physics,Sophomore
2417,Andrea Clarke,Mathematics,Senior
2418,Kenneth Walsh,Information Technology,Junior
2419,Jason Hardy,Physics,Sophomore
2420,David Robles,Mechanical Engineering,Sophomore
2421,Eric Graham,Computer Science,Junior
2422,Nicole Collins,Economics,Senior
2423,Patricia Hernandez,Biology,Sophomore
2424,Grant Wood,Biology,Junior
2425,Kevin Gregory,Biology,Junior
2426,Jonathon Conley,Finance,Junior
2427,Jennifer Gonzalez,Information Technology,Junior
2428,Terry Glover,Civil Engineering,Senior
2429,Michael Neal,Electrical Engineering,Senior
2430,Ms. Erin Lane,Mathematics,Sophomore
2431,Lisa Barnes,Economics,Sophomore
2432,Jesse Mccormick,Civil Engineering,Sophomore
2433,Daniel Smith,Physics,Sophomore
2434,David Hanson,Chemistry,Junior
2435,Nicholas Cisneros,Information Technology,Sophomore
2436,Patrick Harris,Chemistry,Sophomore
2437,William Cox,Biology,Sophomore
2438,Alvin Wilson,Mechanical Engineering,Sophomore
2439,Cory Willis,Finance,Sophomore
2440,Amanda Johnson,Chemistry,Senior
2441,Christopher Mcclure,Marketing,Junior
2442,Gina Spencer,Mechanical Engineering,Sophomore
2443,Alex Cameron,Biology,Senior
2444,Alisha Byrd,Data Science,Senior
2445,Richard Rodriguez,Biology,Sophomore
2446,Elizabeth Allen,Computer Science,Sophomore
2447,Mary Pugh,Chemistry,Sophomore
2448,Yolanda Keith,Mathematics,Junior
2449,Ana Thomas,Mechanical Engineering,Senior
2450,Rebecca Lee,Mechanical Engineering,Senior
2451,James Greene,Finance,Junior
2452,Dana Williams,Electrical Engineering,Junior
2453,Chelsea Nichols,Physics,Sophomore
2454,Erin Brown,Information Technology,Sophomore
2455,Shelley York,Biology,Senior
2456,Stacey Clark,Finance,Junior
2457,John Alvarado,Data Science,Sophomore
2458,Jordan Potter,Chemistry,Sophomore
2459,Katrina Jimenez,Biology,Sophomore
2460,Frank Brooks,Physics,Senior
2461,Michelle Simpson,Electrical Engineering,Senior
2462,James Morse,Economics,Sophomore
2463,Amanda Robinson,Information Technology,Sophomore
2464,Scott Foster,Mathematics,Sophomore
2465,Stephen Duncan,Electrical Engineering,Junior
2466,Jacqueline Pierce,Information Technology,Junior
2467,Bradley Wallace,Psychology,Sophomore
2468,Kevin Marshall,Physics,Junior
2469,Jessica Mcdonald,Economics,Junior
2470,Robert Stewart,Electrical Engineering,Junior
2471,Christopher Hall,Information Technology,Senior
2472,Heather Miller,Finance,Junior
2473,Kayla Schneider,Data Science,Junior
2474,Tammy Garcia,Biology,Junior
2475,Andrew Gonzalez,Data Science,Junior
2476,Gary Turner,Computer Science,Junior
2477,Melinda Hill,Economics,Junior
2478,Yolanda Murillo,Physics,Sophomore
2479,Nancy Gaines,Psychology,Junior
2480,Elijah Short,Marketing,Sophomore
2481,Jennifer Sullivan,Data Science,Senior
2482,Mary Kennedy,Electrical Engineering,Sophomore
2483,Paige Hernandez,Information Technology,Senior
2484,Darrell Curry,Chemistry,Senior
2485,Jose Hartman,Biology,Senior
2486,Miranda Murray,Mathematics,Senior
2487,Emily Lopez,Computer Science,Junior
2488,Melissa Clark,Psychology,Senior
2489,Justin Brooks,Biology,Senior
2490,Bethany Harding,Electrical Engineering,Junior
2491,Robert Flowers,Marketing,Sophomore
2492,Jason Jennings,Economics,Junior
2493,Richard Medina,Information Technology,Junior
2494,Alexander Floyd,Psychology,Senior
2495,Brittany Cisneros,Computer Science,Senior
2496,Mark Morrison,Marketing,Senior
2497,Sharon Baird,Civil Engineering,Senior
2498,James Ferguson,Electrical Engineering,Senior
2499,Brian Hudson,Data Science,Sophomore
2500,Steven Davis,Civil Engineering,Junior
2501,Juan Johnson,Data Science,Sophomore
2502,Katherine Lopez,Mathematics,Sophomore
2503,Victor Campbell,Data Science,Sophomore
2504,Matthew Jones,Biology,Sophomore
2505,Joseph Jackson,Electrical Engineering,Junior
2506,Jennifer Moore,Mathematics,Senior
2507,Joshua Mendoza,Data Science,Senior
2508,Troy Glenn,Physics,Junior
2509,Daniel Reynolds,Mechanical Engineering,Sophomore
2510,Karen Munoz,Information Technology,Junior
2511,Laurie Shaw,Finance,Junior
2512,Desiree Smith,Finance,Junior
2513,Austin Ross,Psychology,Junior
2514,Kelly Kent,Finance,Junior
2515,Julia Johnston,Psychology,Sophomore
2516,Donna Ibarra,Civil Engineering,Senior
2517,Michael Dawson,Marketing,Senior
2518,Louis Patrick,Finance,Junior
2519,David Yoder,Information Technology,Junior
2520,Judith Bartlett,Data Science,Sophomore
2521,Keith Long,Marketing,Senior
2522,Cynthia Harrell,Marketing,Sophomore
2523,Mark Carter,Information Technology,Senior
2524,Melissa Bowen,Civil Engineering,Sophomore
2525,Johnny Riddle,Civil Engineering,Junior
2526,Whitney Jones,Psychology,Senior
2527,Randall Nguyen,Chemistry,Junior
2528,David Hunter,Physics,Junior
2529,Benjamin Neal,Electrical Engineering,Junior
2530,Jane Reese,Marketing,Senior
2531,Jennifer Smith,Economics,Sophomore
2532,Thomas Murphy,Data Science,Junior
2533,Kari Jones,Biology,Sophomore
2534,Dana Dodson,Marketing,Senior
2535,Robert Skinner,Electrical Engineering,Senior
2536,Albert Garcia,Biology,Sophomore
2537,Joseph Myers,Biology,Junior
2538,Phillip Byrd,Mechanical Engineering,Sophomore
2539,Hunter Robinson,Computer Science,Senior
2540,Michael Robinson,Economics,Junior
2541,Sara Cain,Chemistry,Sophomore
2542,Michelle Prince,Chemistry,Junior
2543,Eric Williams,Physics,Junior
2544,Raymond Wang,Psychology,Junior
2545,Jade Allen,Psychology,Senior
2546,Javier Hays,Electrical Engineering,Sophomore
2547,Corey Caldwell,Psychology,Sophomore
2548,Stephen Robles,Data Science,Junior
2549,Carol Jackson,Mechanical Engineering,Junior
2550,Brian Murphy,Civil Engineering,Junior
2551,Chelsey Clark,Physics,Senior
2552,Teresa Martinez,Biology,Senior
2553,Howard Thompson,Electrical Engineering,Sophomore
2554,Eugene Price,Mathematics,Junior
2555,Austin Briggs,Mathematics,Junior
2556,Jackie Jones,Mechanical Engineering,Junior
2557,Eric George,Civil Engineering,Senior
2558,Mrs. Kimberly Mooney,Psychology,Junior
2559,Carolyn Haley,Psychology,Sophomore
2560,Vicki Horton,Finance,Sophomore
2561,Valerie Benson,Information Technology,Junior
2562,Mark Henson,Mechanical Engineering,Senior
2563,Samuel Olson,Biology,Sophomore
2564,Lee Richards,Civil Engineering,Senior
2565,Martin Hall,Marketing,Sophomore
2566,Virginia Hall,Data Science,Sophomore
2567,Stephanie Parker,Psychology,Sophomore
2568,Nicole Harvey,Psychology,Sophomore
2569,James Phillips,Mathematics,Sophomore
2570,Dan Johnson,Economics,Sophomore
2571,Linda Bautista,Chemistry,Senior
2572,Erin Ramirez,Mathematics,Junior
2573,Paige Meyer,Chemistry,Junior
2574,Maria Roberts,Finance,Junior
2575,Ryan Rivera,Electrical Engineering,Sophomore
2576,Joshua Knox,Electrical Engineering,Sophomore
2577,Danielle Mcdaniel,Mathematics,Junior
2578,Lisa James,Economics,Senior
2579,Jeremy Smith,Economics,Sophomore
2580,Andrea Lee,Psychology,Junior
2581,Brenda Harris,Marketing,Senior
2582,Kevin Guerra,Chemistry,Junior
2583,Cynthia Miller,Data Science,Junior
2584,Emily Griffith,Mechanical Engineering,Senior
2585,Christopher Wright,Information Technology,Junior
2586,Jerome Reid,Computer Science,Junior
2587,Richard Miller,Computer Science,Sophomore
2588,Jennifer Jackson,Psychology,Senior
2589,Jonathan Moss,Civil Engineering,Sophomore
2590,Sally Leon,Psychology,Sophomore
2591,James Dickerson,Electrical Engineering,Sophomore
2592,Tammy Larson,Electrical Engineering,Sophomore
2593,Nicholas Scott,Physics,Senior
2594,Jesse Brooks,Biology,Senior
2595,Andrea Taylor,Computer Science,Senior
2596,Christopher Lopez,Computer Science,Junior
2597,Jonathan Swanson,Data Science,Senior
2598,Timothy Bentley DVM,Data Science,Senior
2599,John Davidson,Civil Engineering,Sophomore
2600,Jennifer Williams,Mathematics,Junior
2601,Janice Cunningham,Marketing,Junior
2602,Jeffrey Scott,Mechanical Engineering,Senior
2603,Miranda Hicks,Electrical Engineering,Junior
2604,Michael Horton DDS,Biology,Junior
2605,Nancy Allen,Psychology,Junior
2606,Robert Mccoy,Economics,Junior
2607,Melissa Brewer,Mathematics,Junior
2608,Jesus Becker,Physics,Senior
2609,Lance Lynn,Finance,Senior
2610,Alexandria Wise,Biology,Senior
2611,Sydney Sanders,Information Technology,Sophomore
2612,Stephanie Stone,Finance,Senior
2613,Jay Gallegos,Psychology,Junior
2614,Eric Ponce,Finance,Senior
2615,Janet Parker,Marketing,Senior
2616,Shawn Luna,Physics,Junior
2617,Mark Frank,Electrical Engineering,Sophomore
2618,Charles Goodman,Economics,Sophomore
2619,Jennifer Parker,Chemistry,Junior
2620,Dr. April Jones,Electrical Engineering,Junior
2621,Kelly Pena,Psychology,Junior
2622,Carolyn Brooks,Physics,Senior
2623,Christina White,Mechanical Engineering,Senior
2624,Joanne Olsen,Physics,Sophomore
2625,Anthony White,Data Science,Senior
2626,Deanna Barrera,Civil Engineering,Sophomore
2627,Mark Weber,Computer Science,Senior
2628,Carol Carter,Biology,Senior
2629,Donald Peterson,Chemistry,Senior
2630,Karen Chambers,Data Science,Senior
2631,Antonio Walton,Computer Science,Senior
2632,Kevin Huerta,Economics,Junior
2633,Joseph Smith,Physics,Junior
2634,Victoria Juarez,Biology,Junior
2635,Kara Rogers,Mechanical Engineering,Sophomore
2636,Jacob Wu,Marketing,Senior
2637,Dr. Teresa Ortega MD,Marketing,Sophomore
2638,Henry Rivera,Chemistry,Senior
2639,Jesus Hale,Mechanical Engineering,Sophomore
2640,Stacy Taylor,Electrical Engineering,Senior
2641,Sheila Ramirez,Electrical Engineering,Junior
2642,Robin Richardson,Electrical Engineering,Junior
2643,Mary Alvarez,Finance,Junior
2644,Cole Andersen,Psychology,Sophomore
2645,Robin Smith,Psychology,Senior
2646,Angel Aguirre,Finance,Sophomore
2647,Jeremy Lawson,Physics,Sophomore
2648,Lonnie Miller,Economics,Sophomore
2649,Timothy Galvan,Mechanical Engineering,Junior
2650,Dr. Susan Navarro,Mechanical Engineering,Senior
2651,Cory Thomas,Civil Engineering,Sophomore
2652,Laura Vincent,Electrical Engineering,Junior
2653,Bethany Robles,Electrical Engineering,Sophomore
2654,Michael Dunn,Mathematics,Junior
2655,Carol Griffin,Mathematics,Senior
2656,Matthew Allen,Psychology,Junior
2657,Paul Keller,Biology,Junior
2658,Jeffrey Baldwin,Chemistry,Junior
2659,Timothy Orr,Marketing,Junior
2660,Connie Scott,Economics,Sophomore
2661,Steven Martinez,Economics,Sophomore
2662,Joseph Swanson,Psychology,Senior
2663,Michael Wiggins,Marketing,Senior
2664,Pamela Burke,Marketing,Sophomore
2665,Jamie Love,Economics,Sophomore
2666,Jane May,Finance,Sophomore
2667,Savannah Stokes,Psychology,Senior
2668,Brian Miller,Biology,Senior
